rank,personName,age,finalWorth,category,source,country,state,city,organization,selfMade,gender,birthDate,title
230,Friedhelm Loh,75,8900,Manufacturing,manufacturing,Germany,,Haiger,,FALSE,M,8/15/1946,
230,Xavier Niel,54,8900,Telecom,internet- telecom,France,,Paris,,TRUE,M,8/25/1967,
230,Michael Otto,78,8900,Fashion & Retail,retail- real estate,Germany,,Hamburg,,FALSE,M,04/12/1943,
230,Johann Rupert & family,71,8900,Fashion & Retail,luxury goods,South Africa,,Cape Town,,FALSE,M,06/01/1950,
235,Hui Ka Yan,63,8800,Real Estate,real estate,China,,Shenzhen,,TRUE,M,10/01/1958,
235,Pauline MacMillan Keinath,88,8800,Food & Beverage,Cargill,United States,Missouri,St. Louis,,FALSE,F,01/01/1934,
235,Herbert Kohler- Jr. & family,83,8800,Manufacturing,plumbing fixtures,United States,Wisconsin,Kohler,Kohler Co.,FALSE,M,2/20/1939,Executive chairman
235,Li Ge,55,8800,Healthcare,pharmaceutical ingredients,China,,Shanghai,,TRUE,M,01/01/1967,
235,Kushal Pal Singh,90,8800,Real Estate,real estate,India,,Delhi,,FALSE,M,8/15/1931,
235,Zong Qinghou,76,8800,Food & Beverage,beverages,China,,Hangzhou,Hangzhou Wahaha Group,TRUE,M,10/01/1945,Chairman
241,Cai Kui,59,8700,Real Estate,real estate,China,,Chengdu,,TRUE,M,01/01/1963,
241,Charles Ergen,69,8700,Media & Entertainment,satellite TV,United States,Colorado,Denver,DISH Network,TRUE,M,03/01/1953,Founder and Chairman
241,Gao Jifan & family,57,8700,Energy,solar equipment,China,,Changzhou,,TRUE,M,01/01/1965,
241,Bernard Marcus,92,8700,Fashion & Retail,Home Depot,United States,Georgia,Atlanta,The Home Depot,TRUE,M,05/12/1929,Co-founder- ex chairman of the board
241,Nicky Oppenheimer & family,76,8700,Metals & Mining,diamonds,South Africa,,Johannesburg,,FALSE,M,06/08/1945,
246,Bajaj brothers,,8600,Diversified,diversified,India,,Mumbai,,FALSE,M,,
246,Ernest Garcia- II.,64,8600,Automotive,used cars,United States,Arizona,Tempe,,TRUE,M,5/21/1957,
246,Paul Xiaoming Lee & family,64,8600,Manufacturing,packaging,China,,Yuxi,,TRUE,M,01/01/1958,
246,George Soros,91,8600,Finance & Investments,hedge funds,United States,New York,Katonah,Soros Fund Management LLC,TRUE,M,08/12/1930,Founder
246,Wang Liping & family,56,8600,Manufacturing,hydraulic machinery,China,,Changzhou,,TRUE,M,2/24/1966,
251,Ernesto Bertarelli,56,8500,Healthcare,biotech- investments,Switzerland,,Gstaad,,FALSE,M,9/22/1965,
251,Tamara Gustavson,60,8500,Service,self storage,United States,Kentucky,Lexington,,FALSE,F,11/16/1961,
251,Carlos Alberto Sicupira & family,74,8500,Food & Beverage,beer,Switzerland,,St. Gallen,,TRUE,M,01/01/1948,
254,Laurent Dassault,68,8400,Diversified,diversified,France,,Paris,,FALSE,M,07/07/1953,
254,Thierry Dassault,65,8400,Diversified,diversified,France,,Paris,,FALSE,M,3/26/1957,
254,Marie-Hélène Habert-Dassault,57,8400,Diversified,diversified,France,,Paris,,FALSE,F,04/04/1965,
254,Liu Jincheng & family,57,8400,Technology,lithium batteries,China,,Huizhou,,TRUE,M,9/22/1964,
254,Ma Jianrong & family,58,8400,Fashion & Retail,textiles- apparel,China,,Ningbo,,TRUE,M,01/01/1964,
254,Steven Rales,71,8400,Manufacturing,manufacturing- investments,United States,California,Santa Barbara,Danaher,TRUE,M,3/31/1951,Investor
254,Joseph Tsai,58,8400,Technology,e-commerce,Hong Kong,,Hong Kong,,TRUE,M,1/19/1964,
254,Francine von Finck & family,,8400,Finance & Investments,investments,Switzerland,,Thurgau,,FALSE,F,,
254,Anthony von Mandl,72,8400,Food & Beverage,alcoholic beverages,Canada,,Vancouver,,TRUE,M,03/10/1950,
263,Carl Bennet,70,8300,Finance & Investments,investments,Sweden,,Gothenberg,,TRUE,M,8/19/1951,
263,Robert Kraft,80,8300,Sports,New England Patriots,United States,Massachusetts,Brookline,The Kraft Group,TRUE,M,06/05/1941,Chairman & CEO
263,Chairul Tanjung,59,8300,Diversified,diversified,Indonesia,,Jakarta,,TRUE,M,6/18/1962,
263,Manuel Villar,72,8300,Real Estate,real estate,Philippines,,Manila,,TRUE,M,12/13/1949,
267,Jean-Michel Besnier,54,8200,Food & Beverage,cheese,France,,Laval,,FALSE,M,06/05/1967,
267,Marie Besnier Beauvalot,41,8200,Food & Beverage,cheese,France,,Laval,,FALSE,F,7/30/1980,
267,Gustaf Douglas,84,8200,Diversified,investments,Sweden,,Stockholm,,TRUE,M,03/03/1938,
267,Kjeld Kirk Kristiansen,74,8200,Manufacturing,Lego,Denmark,,Billund,,FALSE,M,12/27/1947,
267,Sofie Kirk Kristiansen,46,8200,Manufacturing,Lego,Denmark,,Billund,,FALSE,F,01/01/1976,
267,Thomas Kirk Kristiansen,43,8200,Manufacturing,Lego,Denmark,,Billund,,FALSE,M,01/01/1979,
267,Stephen Ross,81,8200,Real Estate,real estate,United States,New York,New York,,TRUE,M,05/10/1940,
267,Agnete Kirk Thinggaard,38,8200,Manufacturing,Lego,Denmark,,Billund,,FALSE,F,5/18/1983,
275,Marc Benioff,57,8100,Technology,business software,United States,California,San Francisco,Salesforce.com,TRUE,M,9/25/1964,Chairman and CEO
275,Dmitri Bukhman,36,8100,Media & Entertainment,online games,United Kingdom,,London,,TRUE,M,5/27/1985,
275,Igor Bukhman,40,8100,Media & Entertainment,online games,United Kingdom,,London,,TRUE,M,3/29/1982,
275,Francis Choi,74,8100,Real Estate,real estate,Hong Kong,,Hong Kong,,TRUE,M,9/18/1947,
275,Murali Divi & family,71,8100,Healthcare,pharmaceuticals,India,,Hyderabad,,TRUE,M,3/17/1951,
275,Nancy Walton Laurie,70,8100,Fashion & Retail,Walmart,United States,Nevada,Henderson,,FALSE,F,5/15/1951,
275,Georg Schaeffler,57,8100,Automotive,auto parts,Germany,,Herzogenaurach,,FALSE,M,10/19/1964,Entrepreneur
275,Yao Liangsong,57,8100,Manufacturing,furniture,China,,Guangzhou,,TRUE,M,08/01/1964,
275,Zhong Huijuan,61,8100,Healthcare,pharmaceuticals,China,,Shanghai,,TRUE,F,01/01/1961,
284,Stewart & Lynda Resnick,,8000,Food & Beverage,agriculture- water,United States,California,Beverly Hills,,TRUE,,,
284,George Roberts,78,8000,Finance & Investments,private equity,United States,California,Atherton,,TRUE,M,9/14/1943,
284,Michael Rubin,49,8000,Fashion & Retail,online retail,United States,Pennsylvania,Bryn Mawr,Kynetic,TRUE,M,7/21/1972,Entrepreneur
284,Patrick Ryan,84,8000,Finance & Investments,insurance,United States,Illinois,Winnetka,Ryan Specialty Group,TRUE,M,5/15/1937,Chairman and CEO
288,Christopher Hohn,55,7900,Finance & Investments,hedge funds,United Kingdom,,London,The Children's Investment Fund Management,TRUE,M,10/27/1966,Investor
288,Marijke Mars,57,7900,Food & Beverage,candy- pet food,United States,California,Los Angeles,,FALSE,F,7/28/1964,
288,Pamela Mars,61,7900,Food & Beverage,candy- pet food,United States,Virginia,Alexandria,,FALSE,F,08/01/1960,
288,Valerie Mars,63,7900,Food & Beverage,candy- pet food,United States,New York,New York,,FALSE,F,1/26/1959,
288,Victoria Mars,65,7900,Food & Beverage,candy- pet food,United States,Pennsylvania,Philadelphia,,FALSE,F,12/15/1956,
288,Hasso Plattner & family,78,7900,Technology,software,Germany,,Heidelberg,,TRUE,M,1/21/1944,
288,Georg Stumpf,49,7900,Diversified,real estate- construction,Austria,,Vienna,,TRUE,M,9/14/1972,
288,Christy Walton,73,7900,Fashion & Retail,Walmart,United States,Wyoming,Jackson,Children's Scholarship Fund,FALSE,F,02/08/1949,Co-Chair
296,Giorgio Armani,87,7800,Fashion & Retail,luxury goods,Italy,,Milan,,TRUE,M,07/11/1934,
296,Gopikishan Damani,64,7800,Fashion & Retail,retail- investments,India,,Mumbai,,TRUE,M,01/01/1958,
296,Ding Shizhong & family,51,7800,Fashion & Retail,sports apparel,China,,Quanzhou,,TRUE,M,12/01/1970,
296,Jim Kennedy,74,7800,Media & Entertainment,media- automotive,United States,Georgia,Atlanta,Cox Enterprises,FALSE,M,11/29/1947,Chairman 
296,German Khan,60,7800,Energy,oil- banking- telecom,United Kingdom,,London,,TRUE,M,10/24/1961,
296,Liang Wengen,65,7800,Manufacturing,construction equipment,China,,Changsha,,TRUE,M,12/14/1956,
296,Blair Parry-Okeden,71,7800,Media & Entertainment,media- automotive,Australia,,New South Wales,,FALSE,F,5/21/1950,
296,Tsai Eng-meng,65,7800,Food & Beverage,food- beverages,China,,Shanghai,,FALSE,M,1/15/1957,
304,Bajaj siblings,,7700,Automotive,two-wheelers- finance,India,,Pune,,FALSE,,,
304,Ashwin Dani & family,79,7700,Manufacturing,paints,India,,Mumbai,,FALSE,M,10/24/1942,
304,Ding Shijia,58,7700,Fashion & Retail,sports apparel,China,,Quanzhou,,TRUE,M,01/01/1964,
304,Karel Komarek,53,7700,Gambling & Casinos,oil and gas- IT- lotteries,Switzerland,,Verbier,,TRUE,M,3/15/1969,
304,Henry Kravis,78,7700,Finance & Investments,private equity,United States,New York,New York,KKR & Co.,TRUE,M,01/06/1944,Co-Chair and Co-CEO
304,Frederik Paulsen,71,7700,Healthcare,health care,Switzerland,,Lausanne,,FALSE,M,10/30/1950,
304,Safra siblings,,7700,Finance & Investments,banking,Brazil,,Sao Paulo,,FALSE,,,
304,Nassef Sawiris,61,7700,Construction & Engineering,construction- investments,Egypt,,Cairo,,FALSE,M,1/19/1961,
304,Xu Shihui,64,7700,Food & Beverage,snacks- beverages,China,,Quanzhou,,TRUE,M,01/01/1958,
313,Rahel Blocher,46,7600,Manufacturing,chemicals,Switzerland,,Wilen bei Wollerau,,FALSE,F,01/01/1976,
313,Shahid Khan,71,7600,Automotive,auto parts,United States,Florida,Naples,,TRUE,M,7/18/1950,
313,Magdalena Martullo-Blocher,53,7600,Manufacturing,chemicals,Switzerland,,Feldmeilen,,FALSE,F,01/01/1969,
316,Vincent Bolloré & family,70,7500,Finance & Investments,investments,France,,Paris,,FALSE,M,04/01/1952,
316,Jeffery Hildebrand,63,7500,Energy,oil,United States,Texas,Houston,,TRUE,M,03/05/1959,
316,Michael Kim,58,7500,Finance & Investments,private equity,South Korea,,Seoul,MBK Partners,TRUE,M,10/01/1963,
316,Richard Kinder,77,7500,Energy,pipelines,United States,Texas,Houston,Kinder Morgan,TRUE,M,10/19/1944,Chairman and CEO
316,David Shaw,71,7500,Finance & Investments,hedge funds,United States,New York,New York,D. E. Shaw & Co.- L.P.,TRUE,M,3/29/1951,Founder
321,John Malone,81,7400,Media & Entertainment,cable television,United States,Colorado,Elizabeth,,TRUE,M,03/07/1941,
321,Vicky Safra,69,7400,Finance & Investments,banking,Switzerland,,Crans-Montana,,FALSE,F,01/01/1953,
321,Tim Sweeney,51,7400,Media & Entertainment,video games,United States,North Carolina,Cary,,TRUE,M,12/13/1970,
324,Mike Adenuga,68,7300,Diversified,telecom- oil,Nigeria,,Lagos,,TRUE,M,4/29/1953,
324,David Green & family,80,7300,Fashion & Retail,retail,United States,Oklahoma,Oklahoma City,Hobby Lobby,TRUE,M,11/13/1941,CEO
324,Paul Tudor Jones- II.,67,7300,Finance & Investments,hedge funds,United States,Florida,Palm Beach,Tudor Investment Corporation,TRUE,M,9/28/1954,Founder
324,Yuri Milner,60,7300,Finance & Investments,tech investments,United States,California,Los Altos,DST Global,TRUE,M,11/11/1961,Investor
324,Henry Samueli,67,7300,Technology,semiconductors,United States,California,Newport Beach,Broadcom,TRUE,M,9/20/1954,Cofounder- Chief Technology Officer and Chairman
324,Patrick Soon-Shiong,69,7300,Healthcare,pharmaceuticals,United States,California,Los Angeles,,TRUE,M,7/29/1952,
330,Antonia Ax:son Johnson & family,78,7200,Diversified,diversified,Sweden,,Stockholm,,FALSE,F,09/06/1943,
330,Michael Kadoorie,80,7200,Energy,hotels- energy,Hong Kong,,Hong Kong,,FALSE,M,7/19/1941,
330,Lin Shu-hong,93,7200,Manufacturing,petrochemicals,Taiwan,,Taipei,,TRUE,M,08/01/1928,
330,Niels Peter Louis-Hansen,74,7200,Healthcare,medical devices,Denmark,,Humlebaek,,FALSE,M,10/25/1947,
330,Reinhold Schmieding,67,7200,Healthcare,medical devices,United States,Florida,Naples,,TRUE,M,01/03/1955,
330,Wee Cho Yaw,93,7200,Finance & Investments,banking,Singapore,,Singapore,,FALSE,M,01/10/1929,
336,Silvio Berlusconi & family,85,7100,Diversified,media,Italy,,Milan,,TRUE,M,9/29/1936,
336,Arthur Blank,79,7100,Sports,Home Depot,United States,Georgia,Atlanta,Atlanta Falcons,TRUE,M,9/27/1942,Chairman
336,Qian Dongqi & family,64,7100,Manufacturing,home-cleaning robots,China,,Suzhou,,TRUE,M,01/01/1958,
336,J. Christopher Reyes,68,7100,Food & Beverage,food distribution,United States,Florida,Hobe Sound,Reyes Holdings,TRUE,M,12/29/1953,Co-Chairman
336,Jude Reyes,66,7100,Food & Beverage,food distribution,United States,Florida,Palm Beach,Reyes Holdings,TRUE,M,9/16/1955,Co-Chairman
336,Nik Storonsky,37,7100,Finance & Investments,fintech,United Kingdom,,London,,TRUE,M,7/21/1984,
336,Zhou Qunfei & family,52,7100,Technology,smartphone screens,Hong Kong,,Hong Kong,Lens Technology,TRUE,F,,Founder and CEO
343,Deng Weiming & family,53,7000,Manufacturing,battery components,China,,Changsha,,TRUE,M,09/01/1968,
343,Judy Faulkner,78,7000,Technology,health IT,United States,Wisconsin,Madison,Epic Systems,TRUE,F,08/11/1943,Founder-CEO
343,Robin Li,53,7000,Technology,internet search,China,,Beijing,Baidu,TRUE,M,11/17/1968,Founder and CEO
343,Carrie Perrodo & family,71,7000,Energy,oil,United Kingdom,,London,,FALSE,F,01/01/1951,Philanthropist
343,David Reuben,83,7000,Real Estate,investments- real estate,United Kingdom,,London,,TRUE,M,09/01/1938,
343,Simon Reuben,80,7000,Diversified,real estate- investments,Monaco,,Monaco,,TRUE,M,05/01/1941,
343,Seo Jung-jin,64,7000,Healthcare,biotech,South Korea,,Seoul,Celltrion Inc.,TRUE,M,10/23/1957,
350,Roman Abramovich,55,6900,Diversified,steel- investments,Russia,,Moscow,,TRUE,M,10/24/1966,
350,Micky Arison,72,6900,Service,Carnival Cruises,United States,Florida,Bal Harbour,Carnival Corporation,FALSE,M,6/29/1949,Chairman and CEO
350,Edythe Broad & family,86,6900,Diversified,homebuilding- insurance,United States,California,Los Angeles,,FALSE,F,01/01/1936,
350,Terry Gou,71,6900,Technology,electronics,Taiwan,,Taipei,Hon Hai Precision,TRUE,M,10/18/1950,CEO
350,Jiang Bin,55,6900,Technology,acoustic components,China,,Weifang,,TRUE,M,9/16/1966,
350,Vinod Khosla,67,6900,Technology,venture capital,United States,California,Portola Valley,Khosla Ventures,TRUE,M,1/28/1955,Investor
350,Ralph Lauren,82,6900,Fashion & Retail,apparel,United States,New York,New York,Ralph Lauren,TRUE,M,10/14/1939,Chairman 
350,Douglas Leone,64,6900,Finance & Investments,venture capital,United States,California,Atherton,Sequoia,TRUE,M,07/04/1957,Partner
350,Lucia Maggi & family,89,6900,Diversified,agribusiness,Brazil,,Rondonopolis,,TRUE,F,7/20/1932,Philanthropist
350,Horst Julius Pudwill,77,6900,Manufacturing,manufacturing,Hong Kong,,Hong Kong,,TRUE,M,10/23/1944,Entrepreneur
350,Abdulsamad Rabiu,61,6900,Diversified,cement- sugar,Nigeria,,Lagos,,FALSE,M,08/04/1960,
350,Harry Stine,80,6900,Food & Beverage,agriculture,United States,Iowa,Adel,,TRUE,M,11/30/1941,Entrepreneur
350,Dennis Washington,87,6900,Logistics,construction- mining,United States,Montana,Missoula,,TRUE,M,7/27/1934,
363,Hasmukh Chudgar & family,88,6800,Healthcare,pharmaceuticals,India,,Ahmedabad,,TRUE,M,9/19/1933,
363,Stanley Druckenmiller,68,6800,Finance & Investments,hedge funds,United States,New York,New York,Duquesne Family Office,TRUE,M,6/14/1953,Founder
363,Jonathan Gray,52,6800,Finance & Investments,investments,United States,New York,New York,,TRUE,M,02/04/1970,
363,Kwon Hyuk-bin,48,6800,Technology,online games,South Korea,,Seoul,Smilegate Holdings,TRUE,M,01/01/1974,
363,Frank Lowy,91,6800,Real Estate,shopping malls,Israel,,Tel Aviv,,TRUE,M,10/22/1930,
363,Ronda Stryker,67,6800,Healthcare,medical equipment,United States,Michigan,Portage,,FALSE,F,05/01/1954,
369,Alejandro Bailleres Gual & siblings,61,6700,Diversified,mining,Mexico,,,,FALSE,,01/01/1961,
369,Benu Gopal Bangur,90,6700,Manufacturing,cement,India,,Kolkata,,FALSE,M,06/01/1931,
369,James Goodnight,79,6700,Technology,software,United States,North Carolina,Cary,SAS Institute,TRUE,M,01/06/1943,CEO
369,Alain Merieux & family,84,6700,Healthcare,pharmaceuticals,France,,Lyon,,FALSE,M,01/01/1938,
369,Enrique Razon Jr.,62,6700,Logistics,ports,Philippines,,Manila,,FALSE,M,03/03/1960,
369,Robert F. Smith,59,6700,Finance & Investments,private equity,United States,Texas,Austin,,TRUE,M,12/01/1962,Investor
375,Brian Armstrong,39,6600,Finance & Investments,cryptocurrency,United States,California,San Francisco,,TRUE,M,1/25/1983,
375,Dannine Avara,58,6600,Energy,pipelines,United States,Texas,Houston,,FALSE,F,03/09/1964,
375,Patrick Drahi,58,6600,Telecom,telecom,Switzerland,,Zermatt,,TRUE,M,8/20/1963,
375,Scott Duncan,39,6600,Energy,pipelines,United States,Texas,Houston,,FALSE,M,11/01/1982,
375,Milane Frantz,52,6600,Energy,pipelines,United States,Texas,Houston,,FALSE,F,08/12/1969,
375,Andreas Halvorsen,60,6600,Finance & Investments,hedge funds,United States,Connecticut,Darien,Viking Global Investors,TRUE,M,4/23/1961,Investor
375,Law Kar Po,73,6600,Real Estate,real estate,Hong Kong,,Hong Kong,,FALSE,M,08/02/1948,
375,Nicolas Puech,79,6600,Fashion & Retail,Hermes,Switzerland,,Martigny,,FALSE,M,1/29/1943,
375,Viktor Rashnikov,73,6600,Manufacturing,steel,Russia,,Magnitogorsk,,TRUE,M,10/13/1948,
375,Dmitry Rybolovlev,55,6600,Manufacturing,fertilizer,Monaco,,Monaco,,TRUE,M,11/22/1966,
375,Randa Duncan Williams,60,6600,Energy,pipelines,United States,Texas,Houston,Enterprise GP Holdings,FALSE,F,8/28/1961,Non-Executive Chairman of the Board
386,Chen Jianhua,51,6500,Manufacturing,chemicals,China,,Wujiang,,TRUE,M,01/01/1971,
386,John Grayken,65,6500,Finance & Investments,private equity,United Kingdom,,London,,TRUE,M,06/01/1956,Investor
386,Ray Lee Hunt,78,6500,Energy,oil- real estate,United States,Texas,Dallas,,FALSE,M,04/06/1943,
386,Philippe Laffont,54,6500,Finance & Investments,hedge fund,United States,New York,New York,Coatue Management,TRUE,M,9/16/1967,Founder
386,Henry Nicholas- III.,62,6500,Technology,semiconductors,United States,California,Newport Coast,Broadcom,TRUE,M,10/08/1959,Cofounder
386,Axel Oberwelland & siblings,55,6500,Food & Beverage,candy,Germany,,Berlin,,FALSE,M,01/01/1967,
386,Cliff Obrecht,36,6500,Technology,software,Australia,,Sydney,,TRUE,M,12/28/1985,
386,John Overdeck,52,6500,Finance & Investments,hedge funds,United States,New Jersey,Millburn,Two Sigma,TRUE,M,12/21/1969,Investor
386,Melanie Perkins,34,6500,Technology,software,Australia,,Sydney,Canva,TRUE,F,5/13/1987,Entrepreneur
386,Ruan Hongliang & family,61,6500,Manufacturing,glass,China,,Jiaxing,,TRUE,M,01/01/1961,
386,David Siegel,60,6500,Finance & Investments,hedge funds,United States,New York,Scarsdale,Two Sigma,TRUE,M,7/15/1961,Investor
386,David Velez,40,6500,Finance & Investments,fintech,Brazil,,Sao Paulo,,TRUE,M,10/02/1981,
398,Juergen Blickle,75,6400,Manufacturing,auto parts,Germany,,Bruchsal,,FALSE,M,01/01/1947,
398,Cheng Xue,52,6400,Food & Beverage,soy sauce,China,,Foshan,,TRUE,F,2/26/1970,
398,Jack Dangermond,76,6400,Technology,mapping software,United States,California,Redlands,,TRUE,M,7/23/1945,
398,Jiang Weiping & family,67,6400,Manufacturing,chemicals,China,,Chengdu,,TRUE,M,03/01/1955,
398,Takahisa Takahara,60,6400,Fashion & Retail,personal care goods,Japan,,Tokyo,,FALSE,M,07/12/1961,
403,Orlando Bravo,51,6300,Finance & Investments,private equity,United States,Florida,Miami Beach,,TRUE,M,9/23/1970,
403,Hong Ra-hee,76,6300,Technology,Samsung,South Korea,,Seoul,,FALSE,F,7/15/1945,
403,Edward Johnson- IV.,57,6300,Finance & Investments,money management,United States,Massachusetts,Boston,,FALSE,M,11/18/1964,
403,Li Xiaohua & family,60,6300,Manufacturing,packaging,China,,Yuxi,,TRUE,M,01/01/1962,
403,Sri Prakash Lohia,69,6300,Manufacturing,petrochemicals,United Kingdom,,London,,FALSE,M,08/11/1952,
403,Miao Hangen,57,6300,Diversified,textiles- petrochemicals,China,,Suzhou,,TRUE,M,01/01/1965,
403,Bobby Murphy,33,6300,Technology,Snapchat,United States,California,Venice,Snap,TRUE,M,7/19/1988,Cofounder
403,Wu Jianshu,58,6300,Automotive,auto parts,China,,Ningbo,,TRUE,M,01/01/1964,
411,Maria Asuncion Aramburuzabala & family,58,6200,Food & Beverage,beer- investments,Mexico,,Mexico City,,FALSE,F,05/02/1963,
411,Melinda French Gates,57,6200,Technology,Microsoft,United States,Washington,Medina,Bill & Melinda Gates Foundation,FALSE,F,8/15/1964,Cochair
411,Bruce Kovner,77,6200,Finance & Investments,hedge funds,United States,New York,New York,Caxton Associates LP,TRUE,M,2/25/1945,Founder
411,Pham Nhat Vuong,53,6200,Diversified,diversified,Vietnam,,Hanoi,,TRUE,M,08/05/1968,
411,Michal Solowow,59,6200,Finance & Investments,investments,Poland,,Kielce,,TRUE,M,07/11/1962,
411,Leonard Stern,84,6200,Real Estate,real estate,United States,New York,New York,Hartz Mountain Industries- Inc.,FALSE,M,3/28/1938,Chairman and CEO
411,Stef Wertheimer & family,95,6200,Manufacturing,metalworking tools,Israel,,Tel Aviv,,TRUE,M,7/16/1926,
